@relation d159-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.AddExpression-Ea33+1-Nexpression-weka.filters.unsupervised.attribute.Remove-R33

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute oz21 numeric
@attribute oz22 numeric
@attribute oz23 numeric
@attribute oz24 numeric
@attribute oz25 numeric
@attribute oz26 numeric
@attribute oz27 numeric
@attribute oz28 numeric
@attribute oz29 numeric
@attribute oz30 numeric
@attribute oz31 numeric
@attribute oz32 numeric
@attribute class {1,2} 

@data
0.585122,0.92222,0.701623,0.91816,0.499995,0.29167,0.700197,0.98522,0.359241,0,0.38282,0.0025,0.125001,0,0.105263,0.250003,0.166669,0,0.199996,0,0.1,0.285717,0.199996,0,0,0.166669,0,0.2,0.428584,0.285717,0,0,2
0.560936,0.92222,0.685358,0.91816,0.494313,0.29167,0.727005,0.98522,0.369551,0,0.3846,0.0025,0.125001,0,0.105263,0.250003,0.166669,0,0.199996,0,0.1,0.285717,0.199996,0,0,0.333338,0,0.1,0.428584,0.285717,0,0,2
0.560936,0.42222,0.682914,0.63427,0.491477,0.58333,0.731739,0.67707,0.355272,0.45679,0.34024,0.031923,0.125001,0,0.105263,0.187502,0.166669,0,0.199996,0,0.1,0.285717,0.199996,0,0,0.500018,0,0.1,0.428584,0.285717,0,0,2
0.560936,0.7,0.685358,0.80563,0.494313,0.25,0.727005,0.44335,0.369551,0.39506,0.3846,0,0.125001,0,0.105263,0.250003,0.166669,0,0.199996,0,0.1,0.285717,0.199996,0,0,0.333338,0,0.1,0.428584,0.285717,0,0,2
0.601256,0.41111,0.710078,0.61637,0.47443,0.875,0.757312,0.33224,0.340205,0.53086,0.38314,0.032115,0.125001,0,0.105263,0.250003,0.166669,0,0.199996,0,0.1,0.428584,0.199996,0,0,0.333338,0,0.1,0.285717,0.285717,0,0,2
0.557351,0.066667,0.684917,0.26343,0.488641,0.70833,0.726086,0.67324,0.361614,0.79012,0.3846,0.95192,0.125001,0,0.105263,0.250003,0.166669,0,0.199996,0,0.1,0.428584,0.199996,0,0,0.333338,0,0.1,0.428584,0.142858,0,0,2
0.549289,0.71111,0.688709,0.81074,0.508523,0,0.734862,0.7006,0.356857,0.098765,0.38453,0.0275,0.125001,0,0.105263,0.250003,0.166669,0,0.199996,0,0.1,0.428584,0.199996,0,0.142858,0.333338,0,0.1,0.285717,0.142858,0,0,2
0.504482,0.11111,0.661986,0.4578,0.542617,0.83333,0.669726,0.55665,0.383033,0.91358,0.386,0.95962,0.125001,0,0.105263,0.250003,0.166669,0,0.199996,0,0.1,0.428584,0.199996,0,0.142858,0.333338,0,0.2,0.285717,0,0,0,2
0.529569,0.81111,0.677345,0.95141,0.52557,0.041667,0.681563,0.89765,0.353686,0.037037,0.33984,0.006731,0.125001,0,0.105263,0.187502,0.166669,0,0.199996,0,0.1,0.428584,0.199996,0,0.142858,0.333338,0,0.2,0.428584,0,0,0,2
0.57706,0.14444,0.707633,0.54476,0.485794,0.083333,0.67042,0.56322,0.320382,0.67901,0.2921,0.99231,0.250001,0,0.105263,0.124999,0.166669,0,0.199996,0,0.1,0.428584,0.199996,0,0.142858,0.333338,0,0.2,0.428584,0,0,0,2
0.57706,0.11111,0.711198,0.41688,0.482948,0.875,0.680594,0.4532,0.314827,1,0.29229,0.95577,0.250001,0,0.052632,0.187502,0.166669,0,0.199996,0,0.1,0.428584,0.199996,0,0.142858,0.333338,0,0.2,0.428584,0,0,0,2
0.528678,0.11111,0.690259,0.42967,0.522724,0.79167,0.659062,0.60482,0.339418,0.69136,0.29368,0.067885,0.250001,0,0.052632,0.187502,0.166669,0,0.199996,0,0.1,0.285717,0.199996,0,0.285717,0.333338,0,0.2,0.428584,0,0,0,2
0.487456,0.11111,0.663989,0.42967,0.562499,0.79167,0.594834,0.60482,0.37351,0.69136,0.29515,0.067885,0.250001,0,0.052632,0.187502,0.166669,0,0.199996,0,0.1,0.142858,0.199996,0,0.285717,0.333338,0,0.300006,0.428584,0,0,0,2
0.462369,0.11111,0.645065,0.4578,0.582382,0.83333,0.572822,0.55665,0.40841,0.91358,0.34112,0.95962,0.250001,0,0.105263,0.187502,0.166669,0,0.199996,0,0.1,0.142858,0.199996,0,0.285717,0.333338,0,0.300006,0.285717,0,0,0,2
0.414878,0.92222,0.612332,0.91816,0.619322,0.29167,0.588701,0.98522,0.427436,0,0.34449,0.0025,0.125001,0,0.105263,0.187502,0.166669,0,0.199996,0,0.1,0.142858,0.199996,0,0.285717,0.500018,0,0.300006,0.285717,0,0,0,2
0.387097,0.42222,0.581602,0.63427,0.607957,0.58333,0.622243,0.67707,0.444088,0.45679,0.39026,0.031923,0.125001,0,0.105263,0.187502,0.166669,0,0.199996,0,0.2,0.142858,0.199996,0,0.285717,0.500018,0,0.2,0.285717,0,0,0,2
0.390682,0.32222,0.598523,0.67775,0.616475,0.875,0.610773,0.76628,0.452026,0.38272,0.39064,0.030385,0.125001,0,0.105263,0.250003,0.166669,0,0.199996,0,0.1,0.142858,0.199996,0,0.285717,0.500018,0,0.2,0.285717,0,0,0,2
0.338715,0.41111,0.550872,0.61637,0.664769,0.875,0.608079,0.33224,0.496429,0.53086,0.43663,0.032115,0.125001,0,0.105263,0.250003,0.166669,0,0.199996,0,0.2,0.142858,0,0,0.285717,0.500018,0,0.2,0.285717,0,0,0,2
0.338715,0.42222,0.550872,0.63427,0.664769,0.58333,0.608079,0.67707,0.496429,0.45679,0.43663,0.031923,0.125001,0,0.105263,0.250003,0.166669,0,0.199996,0,0.2,0.142858,0,0,0.285717,0.500018,0,0.2,0.285717,0,0,0,2
0.306457,0.7,0.521694,0.80563,0.721591,0.25,0.552464,0.44335,0.528148,0.39506,0.43789,0,0.125001,0,0.105263,0.250003,0,0,0.199996,0,0.2,0.142858,0,0,0.285717,0.500018,0,0.300006,0.285717,0,0,0,2
0.303763,0.11111,0.514133,0.4578,0.772721,0.83333,0.551821,0.55665,0.543215,0.91358,0.43627,0.95962,0.125001,0,0.105263,0.312504,0,0,0,0,0.2,0.142858,0,0,0.285717,0.500018,0,0.300006,0.285717,0,0,0,2
0.300177,0.32222,0.500766,0.67775,0.761367,0.875,0.573465,0.76628,0.529744,0.38272,0.43608,0.030385,0.125001,0,0.052632,0.312504,0,0,0,0,0.300006,0.142858,0,0,0.285717,0.500018,0,0.300006,0.285717,0,0,0,2
0.300177,0.41111,0.500766,0.61637,0.761367,0.875,0.573465,0.33224,0.529744,0.53086,0.43608,0.032115,0.125001,0,0.052632,0.312504,0,0,0,0,0.300006,0.142858,0,0,0.285717,0.500018,0,0.300006,0.285717,0,0,0,2
0.324373,0.11111,0.517019,0.41688,0.767039,0.875,0.546657,0.4532,0.519433,1,0.4343,0.95577,0.125001,0,0.052632,0.312504,0,0,0,0,0.300006,0.142858,0,0,0.285717,0.333338,0,0.400008,0.285717,0,0,0,2
0.34857,0.11111,0.530828,0.42967,0.769885,0.79167,0.524585,0.60482,0.494843,0.69136,0.38815,0.067885,0.125001,0,0.052632,0.250003,0,0,0,0,0.300006,0.142858,0,0,0.285717,0.333338,0,0.500011,0.285717,0,0,0,2
0.300177,0.066667,0.5099,0.26343,0.809661,0.70833,0.503043,0.67324,0.519433,0.79012,0.38954,0.95192,0.125001,0,0.052632,0.250003,0,0,0,0,0.300006,0,0,0,0.428584,0.333338,0,0.500011,0.285717,0,0,0,2
0.302872,0.11111,0.521694,0.4578,0.838062,0.83333,0.436447,0.55665,0.522604,0.91358,0.38795,0.95962,0.125001,0,0.052632,0.250003,0,0.090909,0,0,0.300006,0,0,0,0.428584,0.333338,0,0.500011,0.142858,0,0,0,2
0.285846,0.066667,0.502554,0.26343,0.835226,0.70833,0.415833,0.67324,0.556696,0.79012,0.43418,0.95192,0.125001,0,0.052632,0.312504,0,0.090909,0,0,0.300006,0,0,0,0.285717,0.333338,0,0.500011,0.142858,0,0,0,2
0.26165,0.11111,0.48518,0.4578,0.835226,0.83333,0.427732,0.55665,0.586841,0.91358,0.48014,0.95962,0.125001,0,0.105263,0.312504,0,0.090909,0,0,0.300006,0,0,0,0.285717,0.333338,0,0.400008,0.142858,0,0,0,2
0.30197,0.41111,0.5099,0.61637,0.815343,0.875,0.45804,0.33224,0.557494,0.53086,0.47867,0.032115,0.125001,0,0.105263,0.312504,0,0.090909,0,0,0.300006,0.142858,0,0,0.285717,0.333338,0,0.400008,0,0,0,0,2
0.250894,0.11111,0.46269,0.4578,0.84659,0.83333,0.480653,0.55665,0.582872,0.91358,0.52603,0.95962,0,0,0.105263,0.312504,0,0.090909,0,0,0.400008,0.142858,0,0,0.285717,0.333338,0,0.400008,0,0,0,0,2
0.253588,0.066667,0.470262,0.26343,0.79545,0.70833,0.481296,0.67324,0.567805,0.79012,0.52766,0.95192,0,0,0.105263,0.250003,0,0.090909,0.199996,0,0.400008,0.142858,0,0,0.285717,0.333338,0,0.400008,0,0,0,0,2
0.284053,0.11111,0.4814,0.42967,0.752839,0.79167,0.449529,0.60482,0.568592,0.69136,0.52615,0.067885,0.125001,0,0.105263,0.250003,0,0.090909,0.199996,0,0.400008,0.142858,0,0,0.142858,0.333338,0,0.400008,0,0,0,0,2
0.307348,0.41111,0.497868,0.61637,0.710227,0.875,0.460458,0.33224,0.559878,0.53086,0.52455,0.032115,0.250001,0,0.105263,0.250003,0,0.090909,0.199996,0,0.400008,0.142858,0,0,0.142858,0.333338,0,0.300006,0,0,0,0,2
0.372766,0.41111,0.541512,0.61637,0.670451,0.875,0.512788,0.33224,0.495641,0.53086,0.47712,0.032115,0.250001,0,0.052632,0.250003,0,0.090909,0.199996,0,0.400008,0.285717,0,0,0.142858,0.333338,0,0.300006,0,0,0,0,2
0.441758,0.32222,0.584488,0.67775,0.64204,0.875,0.551127,0.76628,0.459155,0.38272,0.47387,0.030385,0.250001,0,0.052632,0.250003,0,0.090909,0.199996,0,0.400008,0.285717,0,0,0.142858,0.166669,0,0.300006,0,0.142858,0,0,2
0.46954,0.45556,0.615218,0.76982,0.653405,1,0.517584,0,0.442503,0.50617,0.42811,0,0.250001,0,0.052632,0.250003,0,0.090909,0.199996,0,0.300006,0.285717,0,0,0.142858,0.166669,0,0.400008,0,0.142858,0,0,2
0.46954,0.11111,0.612773,0.4578,0.650569,0.83333,0.522319,0.55665,0.428234,0.91358,0.38374,0.95962,0.250001,0,0.052632,0.187502,0,0.090909,0.199996,0,0.300006,0.285717,0,0,0.142858,0.333338,0,0.400008,0,0.142858,0,0,2
0.49014,0.11111,0.648845,0.41688,0.661933,0.875,0.531473,0.4532,0.402058,1,0.33789,0.95577,0.250001,0,0.052632,0.187502,0,0.090909,0.199996,0,0.2,0.285717,0,0,0.285717,0.333338,0,0.400008,0,0.142858,0,0,2
0.49014,0.92222,0.648845,0.91816,0.661933,0.29167,0.531473,0.98522,0.402058,0,0.33789,0.0025,0.250001,0,0.052632,0.187502,0,0.090909,0.199996,0,0.2,0.285717,0,0,0.285717,0.333338,0,0.400008,0,0.142858,0,0,2
0.491042,0.066667,0.650407,0.26343,0.64204,0.70833,0.565393,0.67324,0.397302,0.79012,0.33788,0.95192,0.250001,0,0.052632,0.187502,0,0.090909,0.199996,0,0.2,0.285717,0,0,0.285717,0.333338,0,0.300006,0.142858,0.142858,0,0,2
0.516129,0.14444,0.665766,0.54476,0.624993,0.083333,0.577231,0.56322,0.367966,0.67901,0.29173,0.99231,0.250001,0,0.052632,0.124999,0,0.090909,0.199996,0,0.2,0.285717,0,0,0.285717,0.333338,0,0.300006,0.285717,0.142858,0,0,2
0.516129,0.7,0.665766,0.80563,0.624993,0.25,0.577231,0.44335,0.367966,0.39506,0.29173,0,0.250001,0,0.052632,0.124999,0,0.090909,0.199996,0,0.2,0.285717,0,0,0.285717,0.333338,0,0.300006,0.285717,0.142858,0,0,2
0.541216,0.7,0.683581,0.80563,0.610793,0.25,0.584343,0.44335,0.352899,0.39506,0.28994,0,0.250001,0,0.052632,0.124999,0,0.090909,0.199996,0,0.2,0.285717,0,0,0.285717,0.166669,0,0.300006,0.428584,0.142858,0,0,2
0.53674,0.92222,0.692048,0.91816,0.585228,0.29167,0.630427,0.98522,0.329107,0,0.28988,0.0025,0.250001,0,0.052632,0.124999,0,0.090909,0.199996,0,0.2,0.285717,0,0,0.285717,0.166669,0,0.2,0.428584,0.142858,0,0.166669,2
0.529569,0.96667,0.69739,0.92327,0.585228,0.375,0.673114,0.99453,0.319584,0.12346,0.28979,0.0025,0.250001,0,0.052632,0.124999,0,0.090909,0.199996,0,0.2,0.285717,0,0,0.428584,0.166669,0,0.1,0.428584,0.142858,0,0.166669,2
0.512544,0.41111,0.674674,0.61637,0.585228,0.875,0.642326,0.33224,0.359241,0.53086,0.33583,0.032115,0.250001,0,0.105263,0.124999,0,0.090909,0.199996,0,0.2,0.285717,0,0,0.285717,0.166669,0,0.1,0.428584,0.142858,0,0.166669,2
0.481187,0.11111,0.630588,0.42967,0.565335,0.79167,0.708544,0.60482,0.377479,0.69136,0.3832,0.067885,0.250001,0,0.105263,0.124999,0,0,0.199996,0,0.300006,0.285717,0,0,0.285717,0.166669,0,0.1,0.428584,0.142858,0,0.166669,2
0.477602,0.32222,0.613667,0.67775,0.556817,0.875,0.720004,0.76628,0.369551,0.38272,0.38281,0.030385,0.250001,0,0.105263,0.0625,0,0,0.199996,0,0.400008,0.285717,0,0,0.285717,0.166669,0,0.1,0.428584,0.142858,0,0.166669,2
0.477602,0.11111,0.613667,0.4578,0.556817,0.83333,0.720004,0.55665,0.369551,0.91358,0.38281,0.95962,0.250001,0,0.105263,0.0625,0,0,0.199996,0,0.400008,0.285717,0,0,0.285717,0.166669,0,0.1,0.428584,0.142858,0,0.166669,2
0.460576,0.42222,0.604307,0.63427,0.536935,0.58333,0.692013,0.67707,0.375893,0.45679,0.38406,0.031923,0.250001,0,0.105263,0.0625,0,0,0.199996,0,0.400008,0.142858,0.199996,0,0.285717,0.166669,0,0.1,0.428584,0.142858,0,0.166669,2
0.464162,0.42222,0.618783,0.63427,0.542617,0.58333,0.685288,0.67707,0.369551,0.45679,0.34007,0.031923,0.250001,0,0.105263,0.0625,0,0,0.199996,0,0.300006,0.142858,0.199996,0,0.285717,0.333338,0,0.1,0.428584,0.142858,0,0.166669,2
0.489249,0.066667,0.638375,0.26343,0.605111,0.70833,0.629887,0.67324,0.358443,0.79012,0.2907,0.95192,0.250001,0,0.105263,0.0625,0,0.090909,0,0,0.300006,0.142858,0.199996,0,0.285717,0.333338,0,0.1,0.428584,0.142858,0,0.166669,2
0.466846,0.42222,0.623458,0.63427,0.62784,0.58333,0.652878,0.67707,0.362412,0.45679,0.29229,0.031923,0.125001,0,0.105263,0.0625,0,0.090909,0,0,0.300006,0.142858,0.199996,0,0.285717,0.333338,0,0.1,0.571446,0.142858,0,0.166669,2
0.419355,0.35556,0.593181,0.71356,0.667615,0.5,0.664021,0.80077,0.395716,0.16049,0.34003,0.030962,0,0,0.105263,0.124999,0,0.090909,0,0,0.300006,0.142858,0.199996,0,0.285717,0.333338,0,0.1,0.571446,0.142858,0,0.166669,2
0.353948,0.32222,0.553091,0.67775,0.704545,0.875,0.621866,0.76628,0.454399,0.38272,0.38765,0.030385,0,0,0.105263,0.187502,0,0.090909,0,0,0.300006,0,0.199996,0,0.285717,0.333338,0,0.1,0.571446,0.142858,0,0.166669,2
0.284944,0.11111,0.512571,0.41688,0.735792,0.875,0.578792,0.4532,0.505154,1,0.43527,0.95577,0,0,0.105263,0.250003,0,0.090909,0,0,0.300006,0,0.199996,0,0.285717,0.333338,0,0.1,0.571446,0,0,0.166669,2
0.257174,0.066667,0.481841,0.26343,0.724427,0.70833,0.612335,0.67324,0.521806,0.79012,0.48104,0.95192,0,0,0.105263,0.250003,0,0.090909,0,0,0.400008,0,0.199996,0,0.285717,0.333338,0,0,0.571446,0,0,0.166669,2
0.304664,0.066667,0.514574,0.26343,0.687498,0.70833,0.596456,0.67324,0.50277,0.79012,0.47766,0.95192,0.125001,0,0.105263,0.250003,0,0.090909,0,0,0.400008,0,0.199996,0,0.285717,0.166669,0,0,0.571446,0,0,0.166669,2
0.304664,0.11111,0.514574,0.41688,0.687498,0.875,0.596456,0.4532,0.50277,1,0.47766,0.95577,0.125001,0,0.105263,0.250003,0,0.090909,0,0,0.400008,0,0.199996,0,0.285717,0.166669,0,0,0.571446,0,0,0.166669,2
0.370071,0.71111,0.554653,0.81074,0.650569,0,0.638612,0.7006,0.444088,0.098765,0.43004,0.0275,0.125001,0,0.105263,0.187502,0,0.090909,0,0,0.400008,0.142858,0.199996,0,0.285717,0.166669,0,0,0.571446,0,0,0.166669,2
0.392475,0.11111,0.569571,0.42967,0.62784,0.79167,0.615621,0.60482,0.44013,0.69136,0.42845,0.067885,0.250001,0,0.105263,0.187502,0,0.090909,0,0,0.400008,0.142858,0.199996,0,0.285717,0.166669,0,0,0.428584,0,0,0.166669,2
0.432795,0.45556,0.59429,0.76982,0.607957,1,0.645928,0,0.410783,0.50617,0.42699,0,0.250001,0,0.105263,0.187502,0,0.090909,0,0,0.400008,0.285717,0.199996,0,0.285717,0.166669,0,0,0.285717,0,0,0.166669,2
0.492835,0.42222,0.654187,0.63427,0.562499,0.58333,0.668001,0.67707,0.362412,0.45679,0.37996,0.031923,0.250001,0,0.105263,0.187502,0.166669,0.090909,0,0,0.300006,0.285717,0.199996,0,0.285717,0.166669,0,0,0.285717,0,0,0.166669,2
0.495518,0.11111,0.665992,0.4578,0.590911,0.83333,0.601405,0.55665,0.365583,0.91358,0.37837,0.95962,0.250001,0,0.105263,0.187502,0.166669,0.181818,0,0,0.300006,0.285717,0.199996,0,0.285717,0.166669,0,0,0.142858,0,0,0.166669,2
0.478493,0.11111,0.65129,0.4578,0.562499,0.83333,0.578037,0.55665,0.398887,0.91358,0.4262,0.95962,0.250001,0,0.105263,0.187502,0.166669,0.181818,0.199996,0,0.300006,0.285717,0.199996,0,0.285717,0.166669,0,0,0.142858,0,0,0,2
0.486565,0.11111,0.647509,0.4578,0.542617,0.83333,0.569261,0.55665,0.403644,0.91358,0.42628,0.95962,0.250001,0,0.105263,0.187502,0.166669,0.181818,0.199996,0,0.300006,0.285717,0.199996,0,0.142858,0.166669,0,0,0.285717,0,0,0,2
0.551973,0.066667,0.691153,0.26343,0.502841,0.70833,0.62159,0.67324,0.339418,0.79012,0.37885,0.95192,0.250001,0,0.052632,0.187502,0.166669,0.181818,0.199996,0,0.300006,0.428584,0.199996,0,0.142858,0.166669,0,0,0.285717,0,0,0,2
0.62455,0.7,0.748606,0.80563,0.480112,0.25,0.653194,0.44335,0.29659,0.39506,0.33161,0,0.250001,0,0.052632,0.187502,0.166669,0.181818,0.199996,0,0.2,0.428584,0.199996,0,0.142858,0.166669,0,0,0.285717,0.142858,0,0,2
0.675627,0.32222,0.795815,0.67775,0.448865,0.875,0.630581,0.76628,0.271212,0.38272,0.28425,0.030385,0.37501,0,0.052632,0.187502,0.166669,0.181818,0.199996,0,0.1,0.428584,0.199996,0,0.142858,0.166669,0,0,0.285717,0.142858,0,0,2
0.699823,0.92222,0.813178,0.91816,0.448865,0.29167,0.618682,0.98522,0.241078,0,0.2383,0.0025,0.37501,0,0,0.187502,0.166669,0.181818,0.199996,0,0.1,0.428584,0.199996,0,0.142858,0.166669,0,0.1,0.285717,0.142858,0,0,2
0.716848,0.7,0.822527,0.80563,0.468748,0.25,0.646684,0.44335,0.234736,0.39506,0.23705,0,0.37501,0,0,0.187502,0.166669,0.181818,0.199996,0,0.1,0.571446,0,0,0.142858,0.166669,0,0.1,0.285717,0.142858,0,0,2
0.716848,0.92222,0.824983,0.91816,0.471594,0.29167,0.641949,0.98522,0.249005,0,0.28142,0.0025,0.37501,0,0,0.250003,0.166669,0.181818,0.199996,0,0.1,0.571446,0,0,0.142858,0,0,0.1,0.285717,0.142858,0,0,2
0.689067,0.81111,0.794253,0.95141,0.463065,0.041667,0.686523,0.89765,0.280725,0.037037,0.32897,0.006731,0.37501,0,0.052632,0.250003,0.166669,0.090909,0.199996,0,0.1,0.571446,0,0,0.142858,0,0,0.1,0.285717,0.142858,0,0,2
0.712372,0.45556,0.809612,0.76982,0.42329,1,0.688839,0,0.257731,0.50617,0.32875,0,0.37501,0,0.052632,0.250003,0.166669,0.090909,0.199996,0,0.1,0.571446,0.199996,0,0.142858,0,0,0.1,0.142858,0.142858,0,0,2
0.708786,0.14444,0.792691,0.54476,0.414772,0.083333,0.700299,0.56322,0.249803,0.67901,0.32837,0.99231,0.37501,0,0.052632,0.187502,0.166669,0.090909,0.199996,0,0.2,0.571446,0.199996,0,0.142858,0,0,0.1,0.142858,0.142858,0,0,2
0.708786,0.42222,0.790246,0.63427,0.411925,0.58333,0.705044,0.67707,0.235524,0.45679,0.284,0.031923,0.37501,0,0.052632,0.124999,0.166669,0.090909,0.199996,0,0.2,0.571446,0.199996,0,0.142858,0.166669,0,0.1,0.142858,0.142858,0,0,2
0.705201,0.92222,0.773314,0.91816,0.403407,0.29167,0.716504,0.98522,0.227597,0,0.28362,0.0025,0.37501,0,0.052632,0.0625,0.166669,0.090909,0.199996,0,0.300006,0.571446,0.199996,0,0.142858,0.166669,0,0.1,0.142858,0.142858,0,0,2
0.733874,0.96667,0.805606,0.92327,0.394889,0.375,0.716881,0.99453,0.206188,0.12346,0.23785,0.0025,0.37501,0,0.052632,0.0625,0.166669,0.090909,0.199996,0,0.2,0.571446,0.199996,0,0.142858,0.166669,0,0.1,0.285717,0.142858,0,0,2
0.686383,0.7,0.775329,0.80563,0.434654,0.25,0.728025,0.44335,0.239493,0.39506,0.28559,0,0.250001,0,0.052632,0.124999,0.166669,0.090909,0.199996,0,0.2,0.571446,0.199996,0,0.142858,0.166669,0,0.1,0.285717,0.142858,0,0,2
0.686383,0.41111,0.775329,0.61637,0.434654,0.875,0.728025,0.33224,0.239493,0.53086,0.28559,0.032115,0.250001,0,0.052632,0.124999,0.166669,0.090909,0.199996,0,0.2,0.571446,0.199996,0,0.142858,0.166669,0,0.1,0.285717,0.142858,0,0,2
0.645161,0.92222,0.749047,0.91816,0.47443,0.29167,0.663807,0.98522,0.273595,0,0.28707,0.0025,0.250001,0,0.052632,0.124999,0.166669,0.090909,0.199996,0,0.2,0.428584,0.199996,0,0.142858,0.166669,0,0.2,0.285717,0.142858,0,0,2
0.663088,0.11111,0.758849,0.4578,0.477276,0.83333,0.717096,0.55665,0.248218,0.91358,0.28719,0.95962,0.125001,0,0.052632,0.124999,0.166669,0.090909,0.199996,0,0.2,0.571446,0.199996,0,0.142858,0.166669,0,0.2,0.285717,0.142858,0,0,2
0.666674,0.11111,0.75929,0.41688,0.482948,0.875,0.718014,0.4532,0.256145,1,0.28719,0.95577,0.125001,0,0.052632,0.124999,0.166669,0.090909,0.199996,0,0.2,0.428584,0.199996,0,0.142858,0.166669,0,0.2,0.285717,0.285717,0,0,2
0.679212,0.71111,0.756846,0.81074,0.505677,0,0.727545,0.7006,0.261699,0.098765,0.28698,0.0275,0.125001,0,0.052632,0.124999,0,0.090909,0.199996,0,0.2,0.428584,0.199996,0,0.142858,0.166669,0,0.2,0.285717,0.428584,0,0,2
0.668456,0.066667,0.748821,0.26343,0.497159,0.70833,0.802917,0.67324,0.253772,0.79012,0.28849,0.95192,0.125001,0,0.052632,0.124999,0,0,0.199996,0,0.2,0.428584,0.199996,0,0.285717,0.166669,0,0.2,0.285717,0.428584,0,0,2
0.693554,0.11111,0.768424,0.42967,0.559653,0.79167,0.747516,0.60482,0.242664,0.69136,0.23912,0.067885,0.125001,0,0.052632,0.124999,0,0.090909,0,0,0.2,0.428584,0.199996,0,0.285717,0.166669,0,0.2,0.285717,0.428584,0,0,2
0.740143,0.066667,0.800263,0.26343,0.565335,0.70833,0.777824,0.67324,0.215701,0.79012,0.23766,0.95192,0.125001,0,0.052632,0.124999,0,0.090909,0,0.199996,0.2,0.428584,0.199996,0,0.285717,0.166669,0,0.2,0.142858,0.428584,0,0,2
0.674736,0.42222,0.756619,0.63427,0.605111,0.58333,0.725494,0.67707,0.279937,0.45679,0.28509,0.031923,0.125001,0,0.105263,0.124999,0,0.090909,0,0.199996,0.2,0.285717,0.199996,0,0.285717,0.166669,0,0.2,0.142858,0.428584,0,0,2
0.67115,0.11111,0.756178,0.4578,0.599429,0.83333,0.724586,0.55665,0.27201,0.91358,0.28509,0.95962,0.125001,0,0.105263,0.124999,0,0.090909,0,0.199996,0.2,0.428584,0.199996,0,0.285717,0.166669,0,0.2,0.142858,0.285717,0,0,2
0.640685,0.32222,0.745041,0.67775,0.64204,0.875,0.756343,0.76628,0.271212,0.38272,0.2866,0.030385,0,0,0.105263,0.124999,0,0.090909,0,0.199996,0.2,0.428584,0.199996,0,0.428584,0.166669,0,0.2,0.142858,0.285717,0,0,2
0.612903,0.41111,0.714311,0.61637,0.630686,0.875,0.789886,0.33224,0.287864,0.53086,0.33236,0.032115,0,0,0.105263,0.124999,0,0.090909,0,0.199996,0.300006,0.428584,0.199996,0,0.428584,0.166669,0,0.1,0.142858,0.285717,0,0,2
0.547496,0.92222,0.674232,0.91816,0.667615,0.29167,0.74773,0.98522,0.346547,0,0.37998,0.0025,0,0,0.105263,0.187502,0,0.090909,0,0.199996,0.300006,0.285717,0.199996,0,0.428584,0.166669,0,0.1,0.142858,0.285717,0,0,2
0.564521,0.96667,0.693383,0.92327,0.670451,0.375,0.768354,0.99453,0.312455,0.12346,0.33375,0.0025,0,0,0.105263,0.124999,0,0.090909,0,0.199996,0.300006,0.285717,0.199996,0,0.571446,0.166669,0,0.1,0.142858,0.285717,0,0,2
0.581547,0.96667,0.716088,0.92327,0.670451,0.375,0.799141,0.99453,0.272798,0.12346,0.28771,0.0025,0,0,0.052632,0.124999,0,0.090909,0,0.199996,0.300006,0.285717,0.199996,0,0.714307,0.166669,0,0.1,0.142858,0.285717,0,0,2
0.558242,0.32222,0.700729,0.67775,0.710227,0.875,0.796835,0.76628,0.295802,0.38272,0.28793,0.030385,0,0,0.052632,0.124999,0,0.090909,0,0.199996,0.300006,0.285717,0,0,0.714307,0.166669,0,0.1,0.285717,0.285717,0,0,2
0.578852,0.45556,0.736801,0.76982,0.721591,1,0.805979,0,0.269627,0.50617,0.24208,0,0,0,0.052632,0.124999,0,0.090909,0,0.199996,0.2,0.285717,0,0,0.857139,0.166669,0,0.1,0.285717,0.285717,0,0,2
0.575267,1,0.722324,1,0.715909,0.66667,0.812714,0.98522,0.275968,0.037037,0.28606,0.0025,0,0,0.052632,0.124999,0,0.090909,0,0.199996,0.300006,0.285717,0,0,0.857139,0,0,0.1,0.285717,0.285717,0,0,2
0.578852,0.11111,0.739245,0.41688,0.724427,0.875,0.801244,0.4532,0.283906,1,0.28644,0.95577,0,0,0.052632,0.187502,0,0.090909,0,0.199996,0.2,0.285717,0,0,0.857139,0,0,0.1,0.285717,0.285717,0,0,2
0.553765,0.92222,0.72143,0.91816,0.738638,0.29167,0.794141,0.98522,0.298973,0,0.28823,0.0025,0,0,0.052632,0.187502,0,0.090909,0,0.199996,0.2,0.285717,0,0,0.857139,0.166669,0,0.1,0.142858,0.285717,0,0,2
